what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.core,1361371383316
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1361371383338
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1361371383357
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1361371383366
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1361371383378
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1361371383411
started,bundle,org.eclipse.wst.common.emf,1.1.202.v200809111955,org.eclipse.wst.common.emf,1361371383416
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.201.v200808071700,org.eclipse.wst.common.emfworkbench.integration,1361371383416
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1361371383428
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1361371383474
started,bundle,org.eclipse.wst.jsdt.core,1.0.12.v200809120228,org.eclipse.wst.jsdt.core,1361371383502
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.1.v200807241900,org.eclipse.wst.jsdt.manipulation,1361371383529
started,bundle,org.eclipse.wst.jsdt.ui,1.0.12.v200809172136,org.eclipse.wst.jsdt.ui,1361371383573
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1361371383587
started,bundle,com.powerflasher.fdt.ui.launch,3.5.0.1087,com.powerflasher.fdt.ui.launch,1361371383597
started,bundle,com.powerflasher.fdt.core,3.5.0.1087,com.powerflasher.fdt.core,1361371383717
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1361371383944
started,bundle,com.powerflasher.fdt.core.dom,3.5.0.1087,com.powerflasher.fdt.core.dom,1361371384292
started,bundle,com.powerflasher.fdt.core.mxml,3.5.0.1087,com.powerflasher.fdt.core.mxml,1361371384294
started,bundle,com.powerflasher.fdt.ui.mxml,3.5.0.1087,com.powerflasher.fdt.ui.mxml,1361371384337
started,bundle,com.powerflasher.fdt.professional.ui,3.5.0.1087,com.powerflasher.fdt.professional.ui,1361371384389
started,bundle,com.powerflasher.fdt.ui,3.5.0.1087,com.powerflasher.fdt.ui,1361371384420
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361371397612
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1361371405577
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1361371431974
